subsys4	subsys1	subsys2	subsys3	rab.all	rab.win.healthy	rab.win.nash	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
FIG001960: FtsZ-interacting protein related to cell division	Clustering-based subsystems	Cell Division	Cell_Division_Cluster	6.39857891988613	6.46182006980016	6.34623913539154	-0.175934057174557	0.808313265753958	-1.49505081572708	1.34122780899493	0.0903184203270695	2.07371969521953	-0.200318672127454	-4.7483554534787	3.58109352378454	0.434400000222496	0.589099049494901	0.877457159777257	0.64343025395657	0.888051035756475
FIG002082: Protein sirB2	Clustering-based subsystems	Ribosome-related cluster	A_Gammaproteobacteria_Cluster_Relating_to_Translation	-4.06996393298071	-6.3444306496398	-2.07650593025743	3.43451060420938	5.9721218463911	-9.47101538952162	14.2946465993331	0.890787539174264	15.7792423657161	0.508429728985888	-2.42064714954535	6.39979876282669	0.272145571844024	0.143488218407439	0.630613693239743	0.107087694039706	0.579477000642915
FIG002208: Acetyltransferase (EC 2.3.1.-)	Clustering-based subsystems	NA	CBSS-214092.1.peg.3450	0.775126429466203	0.66967476615727	0.962898260502783	0.124465066024065	1.58668953809756	-3.57011446236603	2.81510707421416	0.17820183908312	4.3849144887651	0.0681995734102764	-4.74442047678867	4.10066482354019	0.473400000088918	0.878372181459704	0.967320556969864	0.855142923639828	0.959486700052877
FIG002344: Hydrolase (HAD superfamily)	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	5.73434225086813	5.70267560664032	5.83357491417084	0.194905359949654	0.851551301425214	-1.83962271617247	1.62153893553942	0.0685000701184046	2.18475056643476	0.217002566143113	-3.82020329145837	4.66932711260908	0.401600000341215	0.628077729341238	0.893460756394427	0.489289289657711	0.826671568423275
FIG002571: 4-hydroxybenzoyl-CoA thioesterase domain protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-7.18588840411086	-8.05981924221523	-6.43581123396808	2.59679561995712	6.3191901341959	-9.18963302827506	14.054403919279	0.961823936748161	15.7018867552665	0.398688399074881	-2.49198254816895	5.42137073584499	0.322000000679443	0.24180806684302	0.687092628026708	0.247535192361818	0.676830719141231
FIG002708: Protein SirB1	Clustering-based subsystems	Ribosome-related cluster	A_Gammaproteobacteria_Cluster_Relating_to_Translation	-3.2496997003619	-4.40251736674614	-1.31724898820758	2.98698509775317	4.69322892670704	-9.45382038747128	13.1326131895516	0.615933332158517	15.6453073555145	0.522184940016329	-3.46159004960958	7.19015589950015	0.231800001255133	0.176772055481003	0.651101721500434	0.0493351014310767	0.510810797815685
FIG002958: hypothetical protein	Clustering-based subsystems	Hypothetical associated with RecF	Hypothetical_Coupled_to_RecF	5.57410283881609	5.60213734088353	5.33728192282642	-0.1139131874714	0.877987929429005	-1.4281721916626	1.32844181418588	0.0666844568446472	1.88814304088812	-0.123840822022628	-5.80382531755576	4.90722430330437	0.46390721867718	0.860160746948271	0.963065898547414	0.806664292363983	0.945022287631991
FIG002994: Putative transcriptional regulator	Clustering-based subsystems	NA	CBSS-291331.3.peg.3674	-8.11033641113121	-9.16505819361117	-6.15327097372734	3.2167765788606	5.38250665643402	-7.84403106145027	13.5806468656952	0.931645946941296	15.0702865617276	0.531214237880033	-2.12070692873745	5.75190358502054	0.279200000914298	0.152611835622152	0.630166524688638	0.15034270064301	0.595105176380993
FIG003307: hypothetical protein	Clustering-based subsystems	NA	CBSS-323097.3.peg.2594	4.82557911164906	4.93599390215879	4.53866812696258	-0.34790629362891	0.960385109459347	-1.37806637400617	1.89874653430567	0.0598039535598371	2.06293204087206	-0.346744076257739	-8.15189874490537	6.83105014056487	0.37052589528345	0.636636550452669	0.896271329613796	0.352646376842971	0.766820291789744
FIG003492: Threonine dehydrogenase and related Zn-dependent dehydrogenases	Clustering-based subsystems	alpha-proteobacterial cluster of hypotheticals	CBSS-52598.3.peg.2843	-7.70702401539117	-7.668515249674	-7.74708891220713	-0.0360230408981668	3.46057339773943	-6.56164262763063	6.82494116974192	0.581345237085574	8.97693348908836	-0.00871892394459757	-3.89438873635716	3.99309667838817	0.495500899835028	0.601651070185719	0.863395318460833	0.594883630301587	0.852356156326567
FIG003573: hypothetical protein	Clustering-based subsystems	Clustering-based subsystems	CBSS-262719.3.peg.410	0.94801877981048	0.634386383049977	1.28208451519621	0.66630049417811	3.200724193708	-4.83014448820088	5.8985647560125	0.411088181705515	6.82488398290482	0.200801830241444	-2.8938171188779	4.60967513589556	0.424115177223416	0.518109578588706	0.848117895642516	0.618599341834636	0.878836064179832
FIG003620: Proteophosphoglycan precursor (Fragment)	Miscellaneous	Plant-Prokaryote DOE project	At2g33980_At1g28960	-4.94193245126867	-5.7463492558806	-3.6049978839826	1.64985963743168	8.10903850052606	-13.3870984158402	15.587291188648	1.34863269105353	18.6880429603116	0.196604866480911	-3.04396703069597	3.76807804594703	0.419716057063228	0.564620392661494	0.855326078407393	0.616865801381281	0.87325647898279
FIG003879: Predicted amidohydrolase	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	2.4597806751721	2.41012025619686	2.84264359102256	0.35450299856668	1.74693364602698	-2.67920057795626	3.38191429775117	0.115344326761846	3.76009994559096	0.172265207539345	-3.66011503121947	5.50957667008642	0.461000000130796	0.596779856433338	0.88075062574324	0.825320660763385	0.951114989734297
FIG004453: protein YceG like	Clustering-based subsystems	NA	CBSS-323097.3.peg.2594	7.38163292071242	7.41395631720066	7.32069934944564	-0.0571575037460743	0.738514503432508	-1.93135507498549	1.5903506451489	0.0771408547709762	2.20675568487632	-0.0613092524452094	-6.53732476007138	4.18544257096998	0.450800000165604	0.550749318308434	0.862146407882386	0.750730011474594	0.92578647728742
FIG004454: RNA binding protein	Miscellaneous	Plant-Prokaryote DOE project	Iojap	5.50014401339138	5.7381642444053	5.36270667682325	-0.106241529778603	0.802224838510574	-1.05692335427683	1.9505099190881	0.0561831175243528	1.84850631288681	-0.126330421875139	-5.34565038669312	6.21039173969607	0.450200000167663	0.815244878534682	0.951330734641376	0.743270540604906	0.92295592013732
FIG004599: Hypothetical protein	Clustering-based subsystems	DNA polymerase III epsilon cluster	CBSS-342610.3.peg.1536	3.98500331861221	4.26992942751824	3.64300067306737	-0.418270692932929	1.01772659362048	-1.98100908130648	1.54743130734706	0.101284919728622	2.39511523197605	-0.402916836135923	-5.58456425375978	2.76984867628616	0.349000000553846	0.279410085960875	0.719544617645643	0.269822208751001	0.723559480226309
FIG005032: Putative cytoplasmic protein YbdZ in enterobactin biosynthesis operon	Iron acquisition and metabolism	Siderophores	Siderophore_Enterobactin	-6.34406088473691	-7.26487335447961	-3.89614705190081	3.18034664586435	4.39740609628493	-5.03975480235388	11.4555228934481	0.658726291234319	11.198755635965	0.643593090064462	-1.7040189023398	6.93078907125179	0.243351330895117	0.0583663032478356	0.570359097544024	0.0850538223386521	0.538004739745094
FIG005069: Hypothetical protein	Clustering-based subsystems	NA	CBSS-291331.3.peg.3674	-2.95816069907009	-2.41470059990267	-3.97782375629882	-1.36993832124551	4.22611789614011	-11.7479651108666	4.55660876406537	0.488338692835999	12.6288905447227	-0.336541808374065	-8.06418389039388	2.0763934524488	0.316200000708391	0.125325364850734	0.624877258078439	0.191107893654333	0.658477972266953
FIG005080: Possible exported protein	Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	-0.507772920271591	-0.986448904928547	-0.0118565292720803	1.49269235559169	3.30873357424352	-4.80083885067622	8.8521406884726	0.388601475525732	8.07587602824688	0.390528881728318	-2.28165678272657	7.98385725556628	0.282000000897226	0.129749264298788	0.630348941917535	0.109799714217671	0.587576607941668
FIG005121: SAM-dependent methyltransferase (EC 2.1.1.-)	Stress Response	Oxidative stress	Glutathione:_Non-redox_reactions	-2.41545665462892	-2.62052848178611	-0.508486274019788	1.80692699929576	2.78247507429712	-3.35936420855341	6.8529318557842	0.280042579597074	7.56448456811587	0.499605393196923	-2.39696461073371	8.61164859043344	0.326134773704394	0.100144096362828	0.607181620989852	0.209991491480656	0.669526059580621
FIG005189: putative transferase clustered with tellurite resistance proteins TehA/TehB	Stress Response	Detoxification	Tellurite_resistance:_Chromosomal_determinants	1.25420947333738	1.16125610773192	1.35020239855985	-0.355748585147445	2.72998018322685	-4.7481973056174	5.29918911494326	0.373280414703487	6.63189112635253	-0.118124798465026	-3.83821494326479	3.79989882748118	0.471400000095647	0.848989116852259	0.959852206377294	0.89118558531252	0.971574155367811
FIG005453: Putative DeoR-family transcriptional regulator	Clustering-based subsystems	proteosome related	Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	3.68514951392376	4.1249854838426	3.17947346766886	-0.870723002768781	1.26641425765628	-2.7429580652105	1.41508418133755	0.133959149051014	2.6670543995573	-0.703742047824862	-8.01903333173194	2.07966035411924	0.231953610531477	0.0422139776256194	0.557188666699761	0.0443214401697374	0.503991740137487
FIG005666: putative helicase	Clustering-based subsystems	proteosome related	Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	3.42590805229121	3.80565637145228	3.21232055092515	-0.828245729995269	1.91375308982773	-3.96827033162275	3.41184485333762	0.193263703278819	5.10774378202948	-0.427398522168386	-7.69504272504407	3.53324181088128	0.310137973144726	0.270574142080405	0.714533301907117	0.167706217930676	0.642123480151297
FIG005686: hypothetical protein	Cell Division and Cell Cycle	NA	Control_of_cell_elongation_-_division_cycle_in_Bacilli	3.8627512691254	3.98807849925322	3.73242951477233	-0.232310638460711	1.33538825955734	-2.86050581399584	1.90590658168089	0.134135200880642	3.21885614095288	-0.178624373133495	-5.93412267522155	3.18243351908204	0.395920816199331	0.443487902762357	0.811911690516171	0.456684697655286	0.81214126062548
FIG006045: Sigma factor, ECF subfamily	Iron acquisition and metabolism	Siderophores	Iron_siderophore_sensor_&_receptor_system	3.82230404107767	4.03179361490733	3.76185923262033	-0.31656086033343	1.35269965305827	-3.36876924518089	1.91310264568484	0.167159990579017	3.76900030415931	-0.179120283514334	-5.62972401382947	2.74418865197748	0.435400000218989	0.373518405038669	0.773608716164733	0.652289646885622	0.891426083846572
FIG006126: DNA helicase, restriction/modification system component YeeB	Clustering-based subsystems	NA	CBSS-316273.3.peg.2378	-0.544203711136653	-0.544203711136653	-0.44629111624929	-0.674720243313263	6.40538593485107	-13.5534281995937	11.3862117711449	1.00647064019336	16.0685210652285	-0.0899898731407835	-4.76608294329273	3.16152794698269	0.456600000145765	0.638561293320052	0.890556577694825	0.766550076858126	0.930715927780465
FIG006542: Phosphoesterase	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	4.44279330492147	4.80802142604549	3.73018914151325	-1.16212807021114	1.35460434340601	-4.46971031014914	0.675637082574198	0.0993720807976466	4.09830379729119	-0.810056452165553	-11.9052809675113	0.700520122052474	0.161200002088039	0.00900838434049792	0.530666959407026	0.0086641732880123	0.422638531425198
FIG006988: Lipase/Acylhydrolase with GDSL-like motif	Clustering-based subsystems	NA	CBSS-370552.3.peg.1240	3.60979269942851	3.40861517320544	4.06764002682494	0.613402812407849	1.18955895145993	-1.58733562752055	2.64369992007868	0.168315689743997	2.96071624976091	0.466354251295618	-2.14255487846548	6.07711967019408	0.302000000782747	0.14368408654482	0.641116915623547	0.142134198618719	0.619714622695209
FIG007013: polysaccharide deacetylase, putative	Clustering-based subsystems	NA	CBSS-350688.3.peg.1509	-2.63096118825392	-1.41355308588444	-3.42840499157927	-1.93175216150686	3.75996525077004	-11.4424802467884	4.65493770448838	0.429905050450479	11.6983006785778	-0.514226442500775	-8.42911297435806	2.16663713357149	0.265946811636577	0.0886828203536954	0.598831508294688	0.0927429041546689	0.566657086085351
FIG007079: UPF0348 protein family	Clustering-based subsystems	NA	CBSS-269801.1.peg.1715	8.35399378339224	8.35399378339224	8.34110573401089	-0.0999561775755593	1.28366100674996	-2.26984685995861	2.05514141387486	0.113145135371865	2.98806959821141	-0.0765541256189215	-5.34165636324206	4.49099980082078	0.466000000113859	0.931043068007712	0.980409435805742	0.847230953257269	0.958683000211295
FIG007697: hypothetical protein	Clustering-based subsystems	NA	CBSS-350688.3.peg.1509	-2.39663840976721	-1.6293492569584	-3.23575614380077	-1.79002904267959	3.2554261281764	-10.7223476654838	2.97516656286907	0.486610916706772	11.2220324448915	-0.513508018920088	-7.3391632979579	1.48877303966957	0.266346731649914	0.0661542432353131	0.577840553400055	0.0854105955963541	0.559236596565593
FIG007959: peptidase, M16 family	Clustering-based subsystems	NA	CBSS-350688.3.peg.1509	5.79143228086956	6.12746634262377	5.32064672779266	-0.725275853000957	1.19313056438103	-2.61717856388709	1.54067373251297	0.184824177548464	2.56174044325655	-0.565972629331375	-5.52435946081833	1.89407206007648	0.270600000968542	0.0913053980458762	0.604324384225099	0.094674381346208	0.573341415287433
FIG009210: peptidase, M16 family	Clustering-based subsystems	Monosaccharides	Unspecified_monosaccharide_transport_cluster	4.90295839339865	5.38823266577248	4.28350350742713	-1.24247424883387	1.75380920970057	-5.12293897801406	1.29843836994697	0.157193140400955	5.35087726204206	-0.667583309839857	-12.4799703918006	1.6703495077786	0.233400001241679	0.0307278323742985	0.551651205888828	0.0466555673428738	0.507273439730095
FIG009886: phosphoesterase	Stress Response	Heat shock	Heat_shock_dnaK_gene_cluster_extended	6.97633749164979	7.11634439375513	6.8913394356423	-0.226011297099014	0.799359767775861	-1.40219020556747	1.55631099974779	0.0731772593325303	2.0825164157939	-0.263823481047731	-5.53402466170861	4.11047407698141	0.381523695679194	0.624001321321792	0.892082813111285	0.393106702894629	0.785067173812485
FIG013354: hypothetical protein	Clustering-based subsystems	Clustering-based subsystems	Sporulation-related_Hypotheticals	-0.361896934718194	-0.140245676814663	-2.93618364751261	-2.44083022330492	5.02520469014153	-13.2903273037375	6.08495190792886	0.425476948047816	14.3767966353426	-0.410449129688988	-10.3086385972361	2.48273731144792	0.370125975269088	0.116783960195529	0.620690065740984	0.347512687003399	0.764337420244051
FIG014574: hypothetical protein	Clustering-based subsystems	NA	CBSS-159087.4.peg.2189	0.985383053312095	0.76949302138982	0.98572735523619	-0.479521767726474	3.10261540921699	-7.18927668879197	3.93723969792241	0.236869397137183	6.13505553750527	-0.134780923696241	-6.52721804400215	3.99658159143291	0.464307138691824	0.650593309120641	0.900326544410238	0.825489683690922	0.951310885457815
FIG015094: hypothetical protein	DNA Metabolism	DNA uptake, competence	DNA_processing_cluster	2.99514964953146	3.11648727123168	2.96483274628466	-0.111355177540233	1.16031982899934	-2.5890919532825	1.91850342712247	0.0967089847001821	3.4430143212223	-0.0867381203290892	-6.55393264748987	4.05960079958437	0.453400000156695	0.550629268177003	0.862020339695207	0.763479399857109	0.929549626917963
FIG017823: ATPase, MoxR family	Miscellaneous	Plant-Prokaryote DOE project	At2g33980_At1g28960	2.67597203553236	3.13386577417846	2.23107632948853	-0.968986828439983	2.39927128986271	-11.0077470309531	3.46476710743995	0.242495729799434	11.1788704268788	-0.328251315866635	-9.75702988534408	2.15013664556549	0.310137973144726	0.153488836006004	0.648264948306352	0.160266362120851	0.635715044336539
FIG017861: hypothetical protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-5.20924166334384	-4.81993458541161	-6.31517802355278	-0.869064883881491	5.75325667406046	-12.6990866676218	10.008870290816	0.791062108625929	15.4694658642113	-0.129337338808155	-4.86175780948077	3.47818527375075	0.455108978355152	0.604549811500064	0.868814962871521	0.754977689493169	0.923692235645732
FIG018329: 1-acyl-sn-glycerol-3-phosphate acyltransferase	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.12439545261646	1.94567722878636	0.577302541525299	-0.970085876352566	3.07680099420522	-5.6028370396633	4.83536555447957	0.338786147020051	6.08178346270812	-0.348198450403414	-5.97667804359651	2.91480825621301	0.339800000595089	0.303289448609694	0.733539994427363	0.254802496265345	0.712093101893124
FIG019733: possible DNA-binding protein	Clustering-based subsystems	proteosome related	Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	5.69358081299653	5.69358081299653	5.54637468084234	-0.278844119511395	1.2519164870529	-1.84910251443844	2.13713998221674	0.0776931802853747	3.08580679649935	-0.164240231108494	-7.17596638948874	6.55022613448377	0.457708458450269	0.98455988985967	0.995057523038278	0.776623860659465	0.934642003443912
FIG021862: membrane protein, exporter	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.18358997924443	1.92886791577003	0.00891961322495582	-1.1054765759805	3.03839518913878	-6.25247393654563	4.86447162559637	0.289792079620287	7.9127948412274	-0.401252894831347	-6.53153649633646	3.26894667402863	0.30700000075597	0.266698496415657	0.71146717617894	0.171919656195198	0.645926243307431
FIG022199: FAD-binding protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-7.62643755040589	-7.84756413124603	-7.26466631552319	0.84564868929257	3.44378358557892	-5.32048166432174	8.18454286767808	0.652435449592689	9.49865887074684	0.224015518698702	-2.52556820224495	4.88876300461426	0.39632073621381	0.391203296869988	0.762115555589935	0.463588884799411	0.784261622313274
FIG026291: Hypothetical periplasmic protein	Clustering-based subsystems	NA	CBSS-291331.3.peg.3674	-7.44833202936466	-8.8214906261029	-5.11384571140523	3.87502764261414	5.08202868650463	-7.20760985938218	13.974867791247	0.771124994162662	14.4562635672179	0.663559323764302	-2.07552873907698	7.53692420750289	0.224755050306081	0.0930026090001596	0.589847488510844	0.0702470501634588	0.514167983995962
FIG027190: Putative transmembrane protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.1902911582507	1.73656522854576	0.2824247467854	-0.95976879277411	3.09083305338688	-5.08195105779025	5.81450666300256	0.324193439935634	7.25150479486499	-0.321986251671176	-6.2476391691802	4.02085984351418	0.342000000585092	0.399792233233988	0.787581814841602	0.26882435211847	0.719975892678134
FIG035331: hypothetical protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-5.95346703889193	-6.07996353664004	-5.89400811059629	0.816414512884766	6.45374507922056	-11.1125272655472	12.7393804823461	1.07276858183921	15.3100028887052	0.122569691339737	-3.16906439258906	4.19892845707134	0.444511097967638	0.636542487181425	0.879614532086344	0.677216068760961	0.893896468798104
FIG037127: Two-component system sensor protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.922	2.0088893100242	2.51447026730979	1.73424846002636	-0.92477701203056	1.96681588562068	-4.30942618317935	3.06566124281955	0.222660204265907	4.15241706836735	-0.457069764675367	-6.67896049417176	2.26525025157828	0.301139772832699	0.134606400854696	0.634395244127166	0.159341704734894	0.635111138095107
FIG037995: Hypothetical protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.448	2.61189154520364	3.10363663877021	2.17035418958272	-0.744672956013964	2.86019697162735	-10.8073570528225	9.04161259760208	0.338374639511832	11.4597999220478	-0.141270116701167	-7.71662907410935	5.19171109608399	0.385400000403181	0.558184102179608	0.864105245851888	0.416121349238996	0.794668073470535
FIG041301: Hypothetical protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.2709	-7.84992847450526	-7.66723397845556	-8.0226773400736	-0.455444264542752	3.0125574725162	-6.47814433433302	5.26043070015691	0.563554748535966	7.99637021318703	-0.139922812874241	-4.03337683885093	2.9940137931128	0.433913217580645	0.499594435634604	0.812233306046089	0.523593810214553	0.814205927698075
FIG042594: DUF1550 domain-containing protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.448	-7.46455700968293	-5.36303249156675	-8.42998807932088	-2.97938324766186	4.39880110943976	-11.6021255571046	6.97792089780995	0.602490673894022	13.277354934953	-0.593498459528346	-7.03814629128702	2.47561104817489	0.254349131252906	0.149233162494802	0.626657089006502	0.106152373941848	0.557036179098366
FIG042796: Hypothetical protein	Clustering-based subsystems	NA	EC699-706	3.78934084586923	3.78934084586923	4.24644574993026	0.821489424932302	1.7943334381992	-2.19867150305483	4.32765692903513	0.149772507406537	4.77317603995207	0.323752816736739	-3.24990227869529	8.56744508410856	0.415800000288859	0.239609821945501	0.694206876897037	0.555780911039425	0.85530094543706
FIG043197: Inositol monophosphatase family protein	Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	-7.72053576470655	-7.41423696807367	-8.02570185506674	-0.831907911924127	3.31819994937995	-7.98275229748389	5.09922508033598	0.610220209934231	8.76897185029956	-0.228684351499801	-5.12502254410973	2.55467600296444	0.391200000380692	0.393786325775065	0.760911037743941	0.454717562623135	0.776675307822242
FIG045374: Type II restriction enzyme, methylase subunit YeeA	Clustering-based subsystems	NA	CBSS-316273.3.peg.2378	1.72605589696791	2.80454448525531	-0.671314704752968	-2.05052891189756	4.08905698522046	-7.39331224469421	5.69696701824777	0.338993631451574	7.78095656497509	-0.575513847376969	-7.87205521463283	2.55170009660833	0.307800000751747	0.107214620890699	0.613774676700704	0.165726201043539	0.640315024250835
FIG046709: Hypothetical protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.2709	-9.38230600184167	-9.15686894706805	-9.60244475427325	-0.613761280374716	5.20835895637019	-13.4294829769141	9.10474647706919	0.803099901418078	15.9572769249845	-0.104143996450719	-5.69629950016397	3.34850783410046	0.442400000194583	0.485837670048437	0.807280651342283	0.524835382883371	0.815042042017576
FIG049434: Periplasmic protein TonB, links inner and outer membranes	Clustering-based subsystems	NA	CBSS-316273.3.peg.2709	-9.47671701596802	-9.30507366355878	-9.68255922645755	-0.327096001019129	4.32226622018334	-9.68723070418045	9.32289152540553	0.771388775454647	13.681895628755	-0.0616415901432566	-4.27161915824223	3.99041606595642	0.467106578794341	0.505772541044622	0.817753039416274	0.543862423953755	0.824433609969157
FIG062860: Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	Cell Wall and Capsule	Gram-Negative cell wall components	Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	-4.03107503899653	-4.01340204860064	-4.12383582358533	0.00989583690701323	3.28177969287936	-9.32208047976372	7.58179475511898	0.380668076001839	12.7262381489375	0.00360238981766215	-6.11996387104491	4.5664081745229	0.498300339937677	0.674610182526112	0.897604071309895	0.875032323713438	0.964317653633503
FIG068086: hypothetical protein	Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	Sulfatases_and_sulfatase_modifying_factor_1	-7.45308076411436	-5.56966323641817	-9.38860687985307	-3.978824704904	4.94724726457474	-14.0421153484637	6.02238178095987	0.861390764880876	13.7613446322236	-0.746763991694733	-6.98616448219105	1.50447025795654	0.192361529343954	0.0474269733028538	0.558860925187606	0.0368400051960424	0.473400092365906
FIG076676: Hypothetical protein	Clustering-based subsystems	NA	CBSS-316273.3.peg.2709	-8.27842124075662	-8.56235912877297	-8.01332188722179	0.162282116028338	6.9651605316874	-13.707399440078	11.7656543700444	0.903744765806172	17.1938994094332	0.0230631054888826	-4.45755929674331	4.02908474865242	0.48860000003802	0.663588034939413	0.891125506563055	0.632285966355626	0.871165403847908
FIG094199: Fumarylacetoacetate hydrolase	Clustering-based subsystems	NA	CBSS-243277.1.peg.4359	-5.63941555570769	-5.61563761055474	-5.70732269818352	1.00664263704839	5.58311614280784	-9.10000702063965	12.1534155970826	0.766693291404749	15.5660049229824	0.166384427568335	-3.4460629665808	5.94396627176328	0.439000000206405	0.470712941959088	0.807084023338249	0.6723709324731	0.890963091313982
FIG097052: Sugar transporter	Clustering-based subsystems	NA	CBSS-291331.3.peg.3674	0.0136679701522411	-0.182994968676629	0.0360923578359955	0.230959189542864	2.04740600199665	-4.08293219018172	3.62056638641435	0.260340535822732	4.71279251906731	0.0966391773690678	-3.74000048218528	3.8881659577609	0.462107578611291	0.875521809412531	0.966503149422779	0.791720344670809	0.93945402708325
FIG137478: Hypothetical protein	RNA Metabolism	RNA processing and modification	tRNA_modification_Bacteria	-2.3539205772387	-2.27616849661991	-2.54974830889086	-0.320725994388757	2.64561443736649	-5.35028095322271	4.17247352243909	0.36917109507285	5.37728507857926	-0.118622963477293	-3.96098668457088	3.25469982696573	0.457908418457587	0.706476033921463	0.915336847652561	0.794697016605685	0.938363641318166
FIG137864: putative endonuclease containing a URI domain	Clustering-based subsystems	NA	CBSS-214092.1.peg.3450	1.25885710160197	1.48013166892884	0.619454885118326	-0.89204353806528	2.32463202869812	-5.65216659479722	3.47822243698317	0.239336472495456	6.03613982163131	-0.331313582269375	-6.10132379186214	2.91966203185997	0.352600000538098	0.2767782925326	0.717936880410381	0.293396869384486	0.736377997594805
FIG138056: a glutathione-dependent thiol reductase	Clustering-based subsystems	Lysine Biosynthesis	A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	-3.21969692122194	-3.76308285832761	-3.03269505671314	0.924160745493809	4.82100174093504	-9.95130081757834	11.7108242983224	0.443833240573344	15.0145024811005	0.170802417109113	-4.27017630320009	7.11057714478258	0.395000000366147	0.513390018032202	0.829933534721944	0.465611411808006	0.812874806287925
FIG138315: Putative alpha helix protein	Protein Metabolism	Protein degradation	Putative_TldE-TldD_proteolytic_complex	-0.690832135593176	-1.28803240942667	-0.342903419427614	1.29974486988493	2.48748932002174	-2.78025314288331	6.25060605544162	0.380553817587255	5.81202304706289	0.492991008380423	-1.90385125267172	5.59618971249445	0.281343732154591	0.0919485257586599	0.601663595328679	0.114138604429626	0.591817516804745
FIG138517: Putative lipid carrier protein	Clustering-based subsystems	NA	CBSS-214092.1.peg.3450	-4.31061218266115	-5.50706469620013	-2.67874801042889	2.21696308059007	6.1279657609501	-9.95109707895231	13.3658695785836	0.733683127532001	16.1200657742795	0.359478072629298	-2.85212640764122	5.75284271892988	0.327600000652206	0.297124895218651	0.722259540814903	0.231238530819026	0.685150607145449
FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	-2.77477137024037	-2.90829967135896	-2.5411641297299	-0.109948173083266	5.31488181022056	-10.1732447699226	9.54235351178639	0.738632206825485	13.3009887128949	-0.0202228832460339	-4.23162369086833	3.37105168171395	0.488702259585754	0.784365162024104	0.938116384594532	0.901663480482366	0.972869892616802
FIG139552: Putative protease	Clustering-based subsystems	NA	CBSS-214092.1.peg.3450	-0.395592403236847	-0.623079550936927	-0.0214619436179451	0.429534253216117	2.59025032956706	-5.14577322501894	4.56532836497493	0.424385767053961	6.70141336161118	0.149685542545361	-3.51229697431865	3.90637786102732	0.433200000226713	0.769567432073662	0.936836468196972	0.640353731407911	0.886515233068688
FIG139598: Potential ribosomal protein	Clustering-based subsystems	NA	CBSS-176279.3.peg.868	6.54729623909224	6.66461922969043	6.42309844658398	-0.267279962408836	0.900634991138638	-1.77984873456848	1.38515720643167	0.102899151470017	2.15924658147737	-0.296348606772033	-5.25410801814602	2.97756902497534	0.378324335563917	0.384898932133951	0.779511232382145	0.402347442031653	0.788641124753076
FIG139928: Putative protease	Clustering-based subsystems	NA	CBSS-214092.1.peg.3450	-1.6990125819337	-2.12701305072011	-0.709029243417085	1.54503312727876	3.16653201789171	-4.0343280192279	6.97603233141346	0.315309818094046	7.56048642305144	0.485937875193817	-2.36223870963854	8.4325005669847	0.292541492536662	0.126563615780028	0.62656389821245	0.132160276256252	0.609032551723383
